Nombre,Categoría,Dirección,Lat,Lon,Rating,Reseñas,Horarios
Viña Del Mar,Restaurante de fish & chips,"Limonar, Cl. 60 #5-65, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante Pekin,Restaurante chino,"Manzana 3 casa 16 Jordan 4 estapa, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
La Cubanita Ibagué,Reserva natural,"Macarena Parte Alta, Cl. 41 #4k-43, Ibagué, Tolima",4.4363821,-75.2413891,4.6,381,
Waffles Cañón Ibagué,Restaurante,"Km 2.5, via cañon del combeima, sector villa maria, Ibagué, Tolima",4.4557652,-75.3022608,4.6,381,
La Creperia Parrilla,Restaurante,"Cra. 5 #35, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Costa Nova,Restaurante,"Piedra Pintada, Cl 46 #4-60, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante Kioto,Restaurante de sushi,"Avenida ambalá, Cl 69 # 89 local 128, Ibagué, Tolima",4.4384121,-75.257024,4.6,381,Abierto ⋅ Cierra a las 12 a.m.
Restaurante Colombia de Mis Amores,Restaurante,"Cra. 3 No 3- 47B, La Pola, Ibagué, Tolima",4.4491068,-75.2857068,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Tres Coyotes Taquería,Restaurante mexicano,"Macarena alta, Cra. 4d #39 122, Ibagué, Tolima",4.435951,-75.2528585,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Restaurante El Legado Ibagué,Restaurante,"al aeropuerto de, Carrera 12 sur # 93 - 21 Plazoleta de comidas de la clínica Medicadiz de, La Samaria, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,Cerrado ⋅ Abre a las 7 a.m. del jue
Restaurante Puerto Mojarra,Restaurante,"Vía Aeropuerto Perales, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,
Casa Corona Ibagué,Chiringuito,"Avenida Mirolindo Zona Industrial Via Picaleña #Km. 2, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,Abierto ⋅ Cierra a las 12 a.m.
La Ricotta Trattoria,Restaurante,"CALLE 69 No 10A-282 ESTUDIO AVENIDA 69 LOCAL 1, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,
La Casa de los Deditos Ibague,Restaurante,"CALLE 69 No 10A-282 ESTUDIO AVENIDA 69 LOCAL 1, Ibagué, Tolima",4.4252847,-75.2145695,4.6,381,
AMADOR BISTRO GARDEN,Restaurante,"Cl. 38 #7-61, Barrios Alfonso lopez, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
ASIAN ROCK IBAGUE,Restaurante,"Cl. 38 #7-61, Barrios Alfonso lopez, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Amigos del Alma Burger Express,Restaurante de postres,"Cl 46 #3-55, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Sr. Law,Restaurante chino,"Macarena parte alta, Cl. 42 #4c-39, Ibagué, Tolima",4.4403725,-75.2534758,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
El Tablazo,Restaurante,"Cl. 10a #3-09, Ibagué, Tolima",4.444635,-75.2799819,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Valiente,Pizzería,"Cl. 73 #1, Ibagué, Tolima",4.4507206,-75.2321296,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Restaurante Porto Colombia,Restaurante,"Carrera 6A No. 61-22, Prado Alto, Ibagué, Tolima",4.4507206,-75.2321296,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Madero Steakhouse,Restaurante especializado en filetes,"Cra. 2 #7-27, Ibagué, Tolima",4.4454511,-75.2831659,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante Sazon Art,Restaurante,"Ibagué, Tolima",4.4454511,-75.2831659,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Anonymo SteakHouse,Restaurante,"CRF7+WP, Ibagué, Tolima",4.4243544,-75.2232543,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
La Corte Suprema Restaurante Café Bar,Restaurante,"Cra 3 #880, Ibagué, Tolima",4.4453393,-75.2814729,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Restaurante Italiano La Massara,Restaurante italiano,"Cl. 62 #6b-40 local 2, Ibagué, Tolima",4.4382556,-75.2402163,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Encanto Del Mar,Restaurante,"Cl. 8 #1-81, Ibagué, Tolima",4.4447982,-75.2828714,4.6,381,
Restaurante La Capilla,Restaurante,"Variante Ibagué - Armenia #kilometro 1, Ibagué, Tolima",4.4155515,-75.2260105,4.6,381,
Restaurante Tonnarello Ibagué,Restaurante italiano,"Cra. 1 #45-50, Ibagué, Tolima",4.4155515,-75.2260105,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Chacón Patacón,Restaurante,"Av. Ambala #69-80, Ibagué, Tolima",4.4471856,-75.2359894,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Cortés Restaurante/bar,Bar restaurante,"Cra. 4i #40 - 33, Ibagué, Tolima",4.4471856,-75.2359894,4.6,381,
Asadero Coma Carne No Coma Cuento,Restaurante,"Cra. 12 No. 28-21, Fenalco, Ibagué, Tolima",4.4437454,-75.2619054,4.6,381,Cierra pronto ⋅ 8 p.m. ⋅ Abre a las 11 a.m. del jue Actualizado por este negocio hace 4 semanas
Poteiros Ibagué,Restaurante,"Cra. 12 No. 28-21, Fenalco, Ibagué, Tolima",4.4437454,-75.2619054,4.6,381,Cierra pronto ⋅ 8 p.m. ⋅ Abre a las 11 a.m. del jue Actualizado por este negocio hace 4 semanas
La Causa Marisqueria,Restaurante peruano,"Condominio La Riviera, Cl 69 # 11a -173, Ibagué, Tolima",4.4437454,-75.2619054,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante La perla,Restaurante,"Ibagué, Tolima",4.4188689,-75.2206743,4.6,381,
JOSEMIRO Bulevar Gastronómico,Restaurante,"Ibagué, Tolima",4.4188689,-75.2206743,4.6,381,
El Local Gastro Hamburguesas,Hamburguesería,"Detrás del Ara de Piedrapintada, Piedrapintada parte alta Calle 46, Piedrapintada alta #4-04, Ibagué, Tolima",4.433956,-75.2461538,4.6,381,
Sakana Sushi Fusion,Hamburguesería,"Detrás del Ara de Piedrapintada, Piedrapintada parte alta Calle 46, Piedrapintada alta #4-04, Ibagué, Tolima",4.433956,-75.2461538,4.6,381,
Delivery24 Ibagué,Hamburguesería,"Tienda D1 calle 42, Cra. 4c #No 41, Ibagué, Tolima",4.433956,-75.2461538,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante Bien Chino,Hamburguesería,"Tienda D1 calle 42, Cra. 4c #No 41, Ibagué, Tolima",4.433956,-75.2461538,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Alitón Ibagué Sede Piedra Pintada,Restaurante,"Cra. 5 #44a-2 a 44a-42, Cra. 5 #44-14, Ibagué, Tolima",4.433956,-75.2461538,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
El Ilustre Bistro,Restaurante,"a 11-142, Cra. 5 #11-2, Ibagué, Tolima",4.4454877,-75.2787608,4.6,381,Abierto ⋅ Cierra a las 12 a.m.
Restaurante La Estación,Restaurante colombiano,"Bosques de Alameda Manzana C casa 56Carrera 1 70-43, Ibagué, Tolima",4.4350247,-75.2270662,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Ponylandia ibagué,Restaurante,"Cra. 22 Sur #114-64, APARCO, Ibagué, Tolima",4.4350247,-75.2270662,4.6,381,Cerrado ⋅ Abre a las 10 a.m. del jue
Me sabe a Perú,Restaurante,"730001, Ibagué, Tolima",4.4506575,-75.2823492,4.6,381,Abierto ⋅ Cierra a las 8:30 a.m. del jue Actualizado por este negocio hace 6 semanas
El Corral Multicentro Ibagué,Hamburguesería,"Calle 42, Ibagué, Tolima",4.4363829,-75.2401462,4.6,381,Abierto ⋅ Cierra a las 9 p.m. Actualizado por este negocio hace 3 semanas
"Restaurante Boqueron, Ibagué, Tolima",Restaurante,"Cra. 1 #2a-2, Ibagué, Tolima",4.4476829,-75.2881184,4.6,381,Abierto las 24 horas
Tutto Gelato,Restaurante italiano,"Hotel Eco Star, Cll 60 #7-96 local 2, Ibagué, Tolima",4.4388131,-75.2416153,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
La Casa Del Chicharrón Ibague,Restaurante,"ESQUINA, Calle 29 #7-64 barrio Belalcázar, Ibagué, Tolima",4.4388131,-75.2416153,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Restaurante Ibagué Endorfina,Restaurante,"Cr3 #12-36 local C.C. Pasaje Real, Ibagué, Tolima",4.4433867,-75.2787034,4.6,381,Cierra pronto ⋅ 7:30 p.m. ⋅ Abre a las 7:30 a.m. del jue
Barak asadero parrilla,Restaurante,"Ibagué, Tolima",4.3983929,-75.1807263,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Plaza Express - La Pola,Restaurante,"Cra 3 #calle 6 esquina barrio, Ibagué, Tolima",4.447056,-75.2838013,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Aku Sushi Restaurante,Restaurante japonés,"Mz 22 Cs 16, Av. Jordan #2° Etapa, Ibagué, Tolima",4.4355155,-75.2350247,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
La Arrocería Colombiana El Jordán,Restaurante,"Carrera 9 #77-02, Ibagué, Tolima",4.4355155,-75.2350247,4.6,381,Abierto ⋅ Cierra a las 8:30 p.m.
Nuevo Éxito Chino Restaurante,Restaurante chino,"Carrera 5 328-71, Hipodromo, Ibagué, Tolima",4.4401431,-75.2616905,4.6,381,Abierto ⋅ Cierra a las 9:30 p.m.
Restaurante Bordo By Pipilongo,Restaurante chino,"Carrera 5 328-71, Hipodromo, Ibagué, Tolima",4.4401431,-75.2616905,4.6,381,Abierto ⋅ Cierra a las 9:30 p.m.
Restaurante Y Asadero El Madrigal,Restaurante,"Cra. 14a #142-2 a 142-102, Ibagué, Tolima",4.4495422,-75.1848051,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Misión Cocina Peruana Japonesa,Restaurante,"Cra. 14a #142-2 a 142-102, Ibagué, Tolima",4.4495422,-75.1848051,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Maria T Restaurante,Restaurante colombiano,"Manzana A casa 30, Entre Rios, Ibagué, Tolima",4.4451641,-75.2292365,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante la nueva Fortuna china,Restaurante colombiano,"Manzana A casa 30, Entre Rios, Ibagué, Tolima",4.4451641,-75.2292365,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante la chiki Pollo Asado Y Broaster carne llanera,Restaurante,"Cl. 144 #9, Ibagué, Tolima",4.4502537,-75.1835414,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Qué Empanada! Salón de Onces y Restaurante,Restaurante,"Calle 15 #2-24, Centro, Ibagué, Tolima",4.4412877,-75.2769715,4.6,381,Abierto ⋅ Cierra a las 9 p.m.
Birra24 comida rápida 24 horas- domicilios 24 horas,Restaurante de comida rápida,"Cra. 8B #42-24, Ibagué, Tolima",4.4407487,-75.2477741,4.6,381,Abierto las 24 horas
Chicken Fly,Hamburguesería,"a, Cl. 64 #4b-2 4b-50, Ibagué, Tolima",4.4407487,-75.2477741,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Liebre y zorro restaurante,Hamburguesería,"C, Ibagué, Tolima",4.4407487,-75.2477741,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Restaurante la Comarca,Restaurante,"Carrera 48 Sur No. 114-139 Km, Cra. 5, Bogotá, Ibagué, Tolima",4.4093222,-75.2061995,4.6,381,Cerrado ⋅ Abre a las 11 a.m. del jue
Don Arrocero,Restaurante,"mini Centro Comercial Los Arroyuelos, Cra. 20 #90-04 Local 2, Ibagué, Tolima",4.4462512,-75.2204454,4.6,381,Abierto ⋅ Cierra a las 8:45 p.m.
Restaurante D' Pepe Sazon,Restaurante,"#8b-2 a, Cl. 77 #8b-24, Ibagué, Tolima",4.4462512,-75.2204454,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Asadero y Restaurante Ricuras del Ricaurte No. 2,Restaurante colombiano,"Calle 20 #11a-102, Ricaurte, Ibagué, Tolima",4.4310329,-75.2831187,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
Asadero Andaluz,Restaurante especializado en pollo,"Ibagué, Tolima",4.4310329,-75.2831187,4.6,381,Abierto ⋅ Cierra a las 8:30 p.m.
Restaurante Don Andolfo Ibague,Restaurante colombiano,"Calle 20 Sur #29-56/80, B/Miramar, Ibagué, Tolima",4.4310329,-75.2831187,4.6,381,Cerrado ⋅ Abre a las 10:29 a.m. del jue
Maki Bar Ibagué,Restaurante,"Cra. 1 #45-50, Ibagué, Tolima",4.4284116,-75.2469284,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Portal Gourmet Restaurante,Restaurante,"Rincon de Piedra Pintada, Cl. 52 #7c-16, Ibagué, Tolima",4.4284116,-75.2469284,4.6,381,Abierto ⋅ Cierra a las 9:30 p.m.
Camaron Salsero Ibague,Restaurante,"Cra. 8 #123 06 B, Ibagué, Tolima",4.4462925,-75.1976497,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
MACHsBBQ,Restaurante,"Cra. 8 #123 06 B, Ibagué, Tolima",4.4462925,-75.1976497,4.6,381,Abierto ⋅ Cierra a las 10 p.m.
El Establo Paisa,Restaurante,"Av. Ferrocarril #40 - 104, Ibagué, Tolima",4.4342443,-75.2524824,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
CHEF EN IBAGUE,Restaurante,"Av. Ferrocarril #40 - 104, Ibagué, Tolima",4.4342443,-75.2524824,4.6,381,Abierto ⋅ Cierra a las 11 p.m.
Mr Potato head ibague,Restaurante,"Av. Guabinal #6 #64-38, Ibagué, Tolima",4.4342443,-75.2524824,4.6,381,Abierto ⋅ Cierra a las 10:59 p.m.
Parque Centenario,Parque local,"Ibagué, Tolima",4.4472152,-75.3186285,4.4,4294,Abierto las 24 horas
Parque Simon Bolívar,Parque local,"Cl. 10 #21, Ibagué, Tolima",4.4472152,-75.3186285,4.4,4294,Abierto las 24 horas
Parque Principal El Salado,Parque,"a 144-51, Cra. 13 #144-1, Ibagué, Tolima",4.4493572,-75.2212393,4.4,4294,Abierto las 24 horas
Parque de Belén,Parque,"Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque Manuel Murillo Toro,Parque,"a 3a-73,, Cl. 11 #3a1, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque de la Música,Parque local,"Cra. 1A Sur #89, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque Andrés López de Galarza,Parque,"Cl. 19 #1a-23, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque de los Osos,Parque,"Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque Barrio Los Angeles,Parque,"Cl. 61c #27-20, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
"Parque Parrales, Ibague, Tolima",Parque,"Cl. 64 #72 a 7-170, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto las 24 horas
Parque Libertador,Parque,"73001, Ibagué, Tolima",4.4510157,-75.3202056,4.4,4294,Abierto ⋅ Cierra a las 10 p.m.
Parque BioSaludable Dos de Junio,Parque,"Barrio Dos de Junio, Cra 3A, Ibagué, Tolima",4.4400094,-75.2494524,4.4,4294,
Parque de Comfenalco,Parque,"Ibagué, Tolima",4.4400094,-75.2494524,4.4,4294,Abierto ⋅ Cierra a las 9 p.m.
Parque Sacudete - Viveros,Parque,"Cra. 13 A #3340, Ibagué, Tolima",4.4400094,-75.2494524,4.4,4294,Abierto las 24 horas
Parque principal del Ricaurte,Parque,"Barrio Ricaurte, Cra 9 Sur &, Cl. 21, Ibagué, Tolima",4.4305462,-75.3181783,4.4,4294,Abierto las 24 horas
Parque de La Pola,Parque,"Ibagué, Tolima",4.4305462,-75.3181783,4.4,4294,Abierto las 24 horas
Orquídeas del Tolima,Reserva natural,"Cra. 30 Sur #13 - 35, Ibagué, Tolima",4.4305462,-75.3181783,4.4,4294,Cerrado ⋅ Abre a las 8 a.m. del jue
Parque Deportivo,Polideportivo,"Ibagué, Tolima",4.42698,-75.2594177,4.4,4294,Abierto ⋅ Cierra a las 10 p.m.
Parque de Cutucumay,Parque,"Cl. 77 #459, Ibagué, Tolima",4.42698,-75.2594177,4.4,4294,Abierto las 24 horas
Parque Temático Tacuraí,Atracción turística,"Cheinbe, Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Cerrado ⋅ Abre a las 7 a.m. del sáb
Parque BioSaludable Metaima,Parque,"Cra. 4d #48-133, Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto las 24 horas
"Parque los Ajedrecistas ""Omar Hernández""",Parque,"Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto las 24 horas
Parque del Mohán,Parque,"a 28-79, Cra. 1 #281, Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto las 24 horas
Parque El Pijao,Parque,"Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto las 24 horas
Parque de los abuelos,Parque,"Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto ⋅ Cierra a las 10 p.m.
Parque de los Perros,Parque,"Rincon de Piedra Pintada, Ibagué, Tolima",4.4783088,-75.2887836,4.4,4294,Abierto las 24 horas
Parque Los Venados,Parque estatal,"Cra. 8 #143-167, Ibagué, Tolima",4.4457291,-75.2198482,4.4,4294,Abierto las 24 horas
Parque La Colina del Norte,Parque,"a 14-36, Cl. 99 #14-2, Ibagué, Tolima",4.4457291,-75.2198482,4.4,4294,Abierto las 24 horas
Parque Biosaludable El Topacio,Parque,"El Topacio, Cl. 108 #3-28, Ibagué, Tolima",4.4457291,-75.2198482,4.4,4294,Abierto las 24 horas
Parque Caracoli,Parque,"a 4-23 Calle 24 #41, Ibagué, Tolima",4.4269734,-75.3094145,4.4,4294,Abierto las 24 horas
Parque BioSaludable Mandarinos,Parque,"Ibagué, Tolima",4.4269734,-75.3094145,4.4,4294,Abierto las 24 horas
Parque Atolsure,Parque,"CRA 4 &, Cl. 91, Ibagué, Tolima",4.4269734,-75.3094145,4.4,4294,Abierto las 24 horas
Parque BioSaludable Brisas de Vasconia,Parque,"Cl. 113, Vasconia, Cra 4 C Sur #111, Ibagué, Tolima",4.4384276,-75.2406263,4.4,4294,Abierto las 24 horas
Parque BioSaludable Barrio Manuel Murillo Toro,Parque,"Cl. 23 #6 Sur, Cra. 2a #6 Sur-38, Ibagué, Tolima",4.4299014,-75.3150951,4.4,4294,Abierto las 24 horas
Parque Ambeima,Jardín,"Ibagué, Tolima",4.4299014,-75.3150951,4.4,4294,Abierto las 24 horas
Parque BioSaludable Rincón del Pedregal,Parque estatal,"Rincón del Pedregal, CRA 11 a &, Cl 86, Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,Abierto las 24 horas
Parque Ambalema jordan I Etapa,Parque,"a 65a-51,, Cra. 4A #651, Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,Abierto las 24 horas
Parque BioSaludable Rincón de las Américas,Parque,"Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,
Parque Biosaludable,Parque estatal,"Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,
Aventura Terra.,Parque,"Cl 19 # 15 - 10. Terraza Calambeo Barrio Calambeo, Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,Cierra pronto ⋅ 8 p.m. ⋅ Abre a las 4 p.m. del jue
Parque Infantil Barrio Arkaniza 1,Parque,"# a 1b-28,, Cl. 77 #12, Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,Abierto las 24 horas
Parque Calatayud La Campiña,Parque,"a 79-225,, Cra 10 #7933, Ibagué, Tolima",4.4444666,-75.2610795,4.4,4294,Abierto las 24 horas
"Plaza de Bolívar Ibagué, Tolima",Parque local,"Cra. 2 #9-10, Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,Cerrado ⋅ Abre a las 9:30 a.m. del jue
Parque BioSaludable Ibagué 2000,Parque estatal,"Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,Abierto las 24 horas
Parque Del Asprovi,Parque,"Cl. 12 #10 Sur-2 a 10 Sur-52, Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,Abierto las 24 horas
Parque Barrio Departamental,Parque,"a 34b-110, Cra 3 #34b-2, Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,Abierto las 24 horas
Parque Barrio Boyaca,Parque,"Cl. 38 A #75 4b, Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,
Parque San Cayetano,Parque,"CRA 4A &, Cl. 34a, Ibagué, Tolima",4.4446183,-75.3191797,4.4,4294,
Parque Las Margaritas,Parque local,"Ibagué, Tolima",4.4415882,-75.2609058,4.4,4294,Abierto las 24 horas
Parque Ciudad Arkalá II,Parque,"a 12-93, Cl. 97 A #12-1, Ibagué, Tolima",4.4415882,-75.2609058,4.4,4294,Abierto las 24 horas
Parque Chucuni,Parque ecológico,"Unnamed Road, Ibagué, Tolima",4.4640968,-75.1346445,4.4,4294,Abierto las 24 horas
Parque Macarena Alta,Parque ecológico,"Unnamed Road, Ibagué, Tolima",4.4640968,-75.1346445,4.4,4294,Abierto las 24 horas
Parque La Arboleda,Parque,"Cra. 50A Sur, Cauchitos, Ibagué, Tolima",4.3989158,-75.2255818,4.4,4294,
Parque Santander,Parque estatal,"Cl. 68 #321, Ibagué, Tolima",4.3989158,-75.2255818,4.4,4294,Abierto las 24 horas
Parque Deportivo Barrio Ricaurte,Parque,"Cra. 11 #20c, Cra. 1 #20c-51, Ibagué, Tolima",4.4310068,-75.3204921,4.4,4294,
Parque James Rodríguez - Topacio,Parque estatal,"a 109a-46, Cra. 2b #109a-2, Ibagué, Tolima",4.4402771,-75.2436637,4.4,4294,Abierto las 24 horas
Parque para perros,Parque,"Ibagué, Tolima",4.4402771,-75.2436637,4.4,4294,Abierto las 24 horas
Jardín Botánico San Jorge,Jardín botánico,"Jardin botanico San jorge, Via Las Nieves, Ibagué, Tolima",4.449829,-75.2993518,4.4,4294,
Megaparque la 60,Parque,"Ibagué, Tolima",4.449829,-75.2993518,4.4,4294,
Parque Lineal la Samaria,Parque,"Ibagué, Tolima",4.449829,-75.2993518,4.4,4294,Abierto las 24 horas
Parque BioSaludable Rosa Badillo,Parque,"Calle 24 A, Cra 6 Sur #sur, Ibagué, Tolima",4.449829,-75.2993518,4.4,4294,Abierto las 24 horas
MEGA PARQUE ARBOLEDA CAMPESTRE,Parque,"Cra. 21 Sur, Ibagué, Tolima",4.3873234,-75.2135549,4.4,4294,
Parque BioSaludable Las Ferias,Parque estatal,"Cl. 25 #2Sur-2, Ibagué, Tolima",4.432132,-75.3083963,4.4,4294,Abierto las 24 horas
Parque America,Parque,"Barrio América, CRA 2 &, Cl. 31, Ibagué, Tolima",4.432132,-75.3083963,4.4,4294,
Parque Barrio Villa Marina,Parque,"a 119a-34, Cra. 45 Sur #119a-2, Ibagué, Tolima",4.4078178,-75.2396902,4.4,4294,Abierto las 24 horas
Parque BioSaludable el Limon,Parque estatal,"Urbanización El Limón, Tolima",4.4078178,-75.2396902,4.4,4294,Abierto las 24 horas
Parque La Pradera,Parque,"Ibagué, Tolima",4.4272887,-75.3115419,4.4,4294,Abierto las 24 horas
Parque Homecenter,Parque,"homecenter, Ibagué, Tolima",4.4272887,-75.3115419,4.4,4294,Abierto las 24 horas
Parque del Agua,Parque,"# a 4-27, Cl. 2 #41, Ibagué, Tolima",4.4272887,-75.3115419,4.4,4294,Abierto las 24 horas
Parque Biosaludable Chico,Parque local,"Ibagué, Tolima",4.4523646,-75.2116618,4.4,4294,
Parque Biosaludable Jordan 7 etapa,Parque local,"Ibagué, Tolima",4.4523646,-75.2116618,4.4,4294,
Parque tierra firme,Parque,"Cl. 115, Ibagué, Tolima",4.4523646,-75.2116618,4.4,4294,
Parque 7a Etapa Barrio Jordán,Parque,"9- a 79, Cra. 1, Ibagué, Tolima",4.442589,-75.2684081,4.4,4294,Abierto las 24 horas
Parque Boyaca,Parque,"Cra. 5 #19-11, Ibagué, Tolima",4.442589,-75.2684081,4.4,4294,
Parque valparaiso iI,Parque,"Cl. 80 #3a-76 #3a-2 a, Ibagué, Tolima",4.442589,-75.2684081,4.4,4294,Abierto las 24 horas
entreAguas Reserva Natural,Reserva natural,"Vereda San Simón parte baja Coello, Cocora, Ibagué, Tolima",4.408194,-75.367767,4.4,4294,Cerrado ⋅ Abre a las 9 a.m. del jue
Parque Protecho El Salado,Parque,"Salado - La Mina, Ibagué, Tolima",4.4538795,-75.2076053,4.4,4294,Abierto las 24 horas
Parque Jordán Octava Etapa Iglesia,Parque,"Cra. 8 #71c-47, Ibagué, Tolima",4.4407885,-75.2708373,4.4,4294,Cerrado ⋅ Abre a las 8 p.m.
Parque Barrio Galarza,Parque local,"Ibagué, Tolima",4.4407885,-75.2708373,4.4,4294,Abierto las 24 horas
Parque Jordán Etapa 1,Parque,"Cra. 2 ##622, Ibagué, Tolima",4.4407885,-75.2708373,4.4,4294,
Parque Hacienda Piedra Pintada,Parque,"Ibagué, Tolima",4.4407885,-75.2708373,4.4,4294,
Parque Albania 2,Parque,"Ibagué, Tolima",4.4314053,-75.3226583,4.4,4294,Abierto las 24 horas
Parque BioSaludable Ciudadela Simón Bolívar,Parque,"Cra. 2 Sur #114, Ibagué, Tolima",4.4336399,-75.2607499,4.4,4294,Abierto las 24 horas
Skate Park Ibague,Skate park,"Cra. 7 #11-103, Ibagué, Tolima",4.4465573,-75.3156108,4.4,4294,Abierto las 24 horas
Parque BioSaludable Jordan 6 etapa,Parque estatal,"Ibagué, Tolima",4.4465573,-75.3156108,4.4,4294,Abierto las 24 horas
Parque Cardenal,Jardín,"CRCH+J8, Ibagué, Tolima",4.4220084,-75.2484959,4.4,4294,Abierto las 24 horas
Parque Versalles Ibague,Parque,"a 44-279,, Cra. 2A #443, Ibagué, Tolima",4.4220084,-75.2484959,4.4,4294,Abierto ⋅ Cierra a las 9 p.m.
Parque Jardín Santander,Parque,"Cra. 2c #96-45, Ibagué, Tolima",4.4220084,-75.2484959,4.4,4294,
Parque infantil del vergel,Parque,"Unnamed Road, Ibagué, Tolima",4.4220084,-75.2484959,4.4,4294,Abierto las 24 horas
Parque Infantil Ricaurte,Parque,"a 24-97,, Cra. 10 Sur #241, Ibagué, Tolima",4.4272465,-75.3166317,4.4,4294,Abierto las 24 horas
Parque BioSaludable Cadiz,Parque estatal,"Cra. 4f #32-139 a 32-1, Ibagué, Tolima",4.4272465,-75.3166317,4.4,4294,
Parque BioSaludable La Estación,Parque,"Cl. 23 #2a-29 a 2a-1, Ibagué, Tolima",4.4272465,-75.3166317,4.4,4294,Abierto las 24 horas
Parque de Hacienda Villa Luz,Parque,"Cra. 1 Sur #76a1, Ibagué, Tolima",4.4272465,-75.3166317,4.4,4294,
Parque Publico Infantil Urbanización Praderas del Norte,Parque local,"Ibagué, Tolima",4.4513929,-75.2388895,4.4,4294,Abierto las 24 horas
